strain	strain_name	segment	date	host	country	ORF2_type
KP784692	GII/Hu/ZAF/2011/GII.P4_GII.4/Johannesburg/7028	NA	2011-XX-XX	Human	South_Africa	GII.4
AB985442	Hu/GII/2_46/Tokyo/1987/JPN	NA	1987-XX-XX	Human	Japan	GII.4
KP784696	GII/Hu/ZAF/2012/GII.P4_GII.4/CapeTown/9772	NA	2012-XX-XX	Human	South_Africa	GII.4
KP784695	GII/Hu/ZAF/2012/GII.P4_GII.4/Empangeni/9693	NA	2012-XX-XX	Human	South_Africa	GII.4
KX158285	15_59	NA	2015-XX-XX	Human	Canada	GII.4
KX158279	13_38	NA	2015-XX-XX	Human	Canada	GII.4
KX158281	14_55	NA	2015-XX-XX	Human	Canada	GII.6
KP784694	GII/Hu/ZAF/2012/GII.P4_GII.4/Empangeni/8604	NA	2012-XX-XX	Human	South_Africa	GII.4
KX907729	Hu/USA/2011/GI.P7_GI.7/CS5567	NA	2011-06-27	Human	USA	GI.7
KP784691	GII/Hu/ZAF/2009/GII.P4_GII.4/Johannesburg/4175	NA	2009-XX-XX	Human	South_Africa	GII.4
KX907730	Hu/USA/2014/GI.P7_GI.7/GA5043	NA	2014-02-06	Human	USA	GI.7
KX907728	Hu/USA/2016/GIV.3/WI7002	NA	2016-05-11	Human	USA	
KP784697	GII/Hu/ZAF/2012/GII.P4_GII.4/CapeTown/10105	NA	2012-XX-XX	Human	South_Africa	GII.4
LC175468	Hu/GII/JP/2016/GII.P16_GII.4_Sydney2012/_Kawasaki194	NA	2016-XX-XX	Human	Japan	GII.4
AB985437	Hu/GII/2_37/Tokyo/1987/JPN	NA	1987-XX-XX	Human	Japan	GII.4
KX158283	15_58	NA	2015-XX-XX	Human	Canada	GII.4
KX158280	13_39	NA	2015-XX-XX	Human	Canada	GII.4
KX907731	Hu/USA/2016/GI.P9_GI.9/SC6350	NA	2016-01-26	Human	USA	GI.9
KP784693	GII/Hu/ZAF/2011/GII.P4_GII.4/Empangeni/8501	NA	2011-XX-XX	Human	South_Africa	GII.4
KX158286	15_65	NA	2015-XX-XX	Human	Canada	
KX752057	GII/Hu/China/2009/GII.P7_GII.6/Beijing	NA	2009-05-XX	Human	China	GII.6
KY392868	Hu/GII.17/LVCA_24785/2015/BRA	NA	2015-XX-XX	Human	Brazil	GII.17
KY392867	Hu/GII.17/LVCA_24606/2015/BRA	NA	2015-XX-XX	Human	Brazil	GII.17
LC133344	Hu/GII.4/OsakaSB2_1/2014/JPA	NA	2014-01-02	Human	Japan	GII.4
KY947550	Hu/USA/2015/GII.P16_GII.4_Sydney/Pasadena_3477	NA	2015-11-13	Human	USA	GII.4
KY947549	Hu/USA/2016/GII.P16_GII.4_Sydney/CS4243	NA	2016-03-24	Human	USA	GII.4
KY947548	Hu/USA/2015/GII.P16_GII.13/Carlsbad_4246	NA	2016-01-03	Human	USA	GII.13
KY947547	Hu/USA/2014/GII.P4_New_Orleans_GII.4_Sydney/Ellsworth_7118	NA	2014-11-20	Human	USA	GII.4
KY947546	Hu/USA/2015/GII.P4_New_Orleans_GII.4_Sydney/Titusville_7426	NA	2015-01-12	Human	USA	GII.4
KY865307	Hu/USA/2016/GII.P16_GII.2/Nashville_2122	NA	2016-12-21	Human	USA	GII.2
KY865306	Hu/USA/2016/GII.P16_GII.2/Santa_Rosa_1764	NA	2016-11-30	Human	USA	GII.2
KX586330	Hu/NOV/GII/CHN/ZJ01	NA	2015-07-10	Human	China	GII.4
KY496327	Hu/USA/2012/GII.Pe_GII.4_Sydney/WI2138	NA	2012-11-20	Human	USA	GII.4
KY887606	Hu/UK/2016/GII.P16_GII.3/NOR_2598	NA	2016-04-02	Human	United_Kingdom	GII.3
KY887605	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR_2520	NA	2015-06-15	Human	United_Kingdom	GII.4
KY887604	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR_2518	NA	2015-10-02	Human	United_Kingdom	GII.4
KY887603	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR_2515	NA	2015-09-27	Human	United_Kingdom	GII.4
KY887602	Hu/UK/2015/GII.P16_GII.4_Sydney2012/NOR_2516	NA	2015-09-24	Human	United_Kingdom	GII.4
KY887601	Hu/UK/2016/GII.P16_GII.4_Sydney2012/NOR_2565	NA	2016-01-25	Human	United_Kingdom	GII.4
KY887600	Hu/UK/2016/GII.P16_GII.4_Sydney2012/NOR_2558	NA	2016-01-06	Human	United_Kingdom	GII.4
KY887599	Hu/UK/2016/GII.P16_GII.4_Sydney2012/NOR_2559	NA	2016-01-07	Human	United_Kingdom	GII.4
KY887598	Hu/UK/2016/GII.P16_GII.3/NOR_2610	NA	2016-04-20	Human	United_Kingdom	GII.3
KY887597	Hu/UK/2016/GII.P16_GII.3/NOR_2604	NA	2016-04-08	Human	United_Kingdom	GII.3
KY348697	Hu/Guangzhou/GZ2013_L20/CHN/2013	NA	2013-11-14	Human	China	GII.3
KY348698	Hu/Guangzhou/GZ2014_L304/CHN/2014	NA	2014-12-29	Human	China	GII.3
KU561249	GII/Hu/HKG/2015/GII.17/CUHK_NS_616	NA	2015-03-02	Human	Hong_Kong	GII.17
KU561248	GII/Hu/HKG/2015/GII.17/CUHK_NS_613	NA	2015-03-01	Human	Hong_Kong	GII.17
KY905338	Hu/GII.P16_GII.2/Brisbane/QLDB614/2016/AU	NA	2016-10-XX	Human	Australia	GII.2
KY905337	Hu/GII.P16_GII.2/Brisbane/QLDB512/2016/AU	NA	2016-09-XX	Human	Australia	GII.2
KY905336	Hu/GII.P16_GII.2/Brisbane/QLDB411/2016/AU	NA	2016-09-XX	Human	Australia	GII.2
KY442320	Hu/US/1972/GII.Pg_GII.3/ShippensburgC2	NA	1972-XX-XX	Human	USA	GII.3
KY442319	Hu/US/1972/GII.Pg_GII.3/ShippensburgB24	NA	1972-XX-XX	Human	USA	GII.3
KY905335	Hu/GII.P16_GII.4_Sydney_2012/QLDB309/2016/AU	NA	2016-09-XX	Human	Australia	GII.4
KY905334	Hu/GII.P12_GII.3/QLDB207/2016/AU	NA	2016-09-XX	Human	Australia	GII.3
KY905333	Hu/GII.Pe_GII.4_Sydney_2012/QLDB101/2016/AU	NA	2016-09-XX	Human	Australia	GII.4
KY905332	Hu/GII.P17_GII.17/NSW543Q/2015/AU	NA	2015-06-XX	Human	Australia	GII.17
KY905331	Hu/GII.P4_New_Orleans_2009_GII.4_Sydney_2012/NSW789Z/2016/AU	NA	2016-08-XX	Human	Australia	GII.4
KY905330	Hu/GII.P17_GII.17/NSW9428/2016/AU	NA	2016-07-XX	Human	Australia	GII.17
MF405169	Hu/US/1971/GII.Pf__GII.2/HenrytonSP17	NA	1971-01-XX	Human	USA	GII.2
MF668937	Hu/IDN/ITD11_3/2015/GII.Pg/GII.1	NA	2015-XX-XX	Human	Indonesia	GII.1
MF167650	UNKNOWN_MF167650	NA	2017-03-18	Human	China	GII.2
MF167651	UNKNOWN_MF167651	NA	2017-03-20	Human	China	GII.2
MF167652	UNKNOWN_MF167652	NA	2017-03-20	Human	China	GII.2
KY496328	Hu/GII.P23_GII.23/2010/PE/PE1848	NA	2010-12-23	Human	Peru	GII.23
KY421039	Hu/GII.Pe_GII.4/Sydney_Variant_2015	NA	2015-05-XX	Human	USA	GII.4
MG002631	Hu/GII.P16_GII.4_Sydney2012/BNE2/2017/AU	NA	2017-07-11	Human	Australia	GII.4
MF140655	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E7800013_p15_d0	NA	2009-06-04	Human	Netherlands	GII.4
MF140656	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E1300263_p15_d41	NA	2009-07-15	Human	Netherlands	GII.4
MF140657	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E1300264_p15_d81	NA	2009-08-24	Human	Netherlands	GII.4
MF140658	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E1300265_p15_d102	NA	2009-09-14	Human	Netherlands	GII.4
MF140659	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E1300266_p15_d174	NA	2009-11-25	Human	Netherlands	GII.4
MF140660	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E1300267_p15_d215	NA	2010-01-05	Human	Netherlands	GII.4
MF140661	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E1300268_p15_d419	NA	2010-07-28	Human	Netherlands	GII.4
MF140662	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E1300269_p15_d476	NA	2010-09-23	Human	Netherlands	GII.4
MF140663	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E7800021_p15_d495	NA	2010-10-12	Human	Netherlands	GII.4
MF140664	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E7800014_p16_d0	NA	2010-06-18	Human	Netherlands	GII.4
MF140665	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E1300288_p16_d101	NA	2010-09-27	Human	Netherlands	GII.4
MF140666	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E1300289_p16_d202	NA	2011-01-06	Human	Netherlands	GII.4
MF140667	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E1300290_p16_d403	NA	2011-07-26	Human	Netherlands	GII.4
MF140650	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E1300300_p13_d51	NA	2011-02-11	Human	Netherlands	GII.4
MF140651	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E7800019_p13_d235	NA	2013-06-04	Human	Netherlands	GII.4
MF140652	Norovirus/GII/Hu/NL/2008/GII.P4__GII.4/Rotterdam/E7800015_p14_d0	NA	2008-01-31	Human	Netherlands	GII.4
MF140653	Norovirus/GII/Hu/NL/2008/GII.P4__GII.4/Rotterdam/E1300305_p14_d39	NA	2008-03-10	Human	Netherlands	GII.4
MF140654	Norovirus/GII/Hu/NL/2008/GII.P4__GII.4/Rotterdam/E7800023_p14_d109	NA	2008-05-19	Human	Netherlands	GII.4
MF140635	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E7800016_p1_d716	NA	2010-12-24	Human	Netherlands	GII.4
MF140636	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E7800008_p10_d0	NA	2013-01-24	Human	Netherlands	GII.4
MF140637	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E1300285_p10_d316	NA	2013-12-06	Human	Netherlands	GII.4
MF140638	Norovirus/GII/Hu/NL/2014/GII.Pe__GII.4/Rotterdam/E1300286_p10_d362	NA	2014-01-21	Human	Netherlands	GII.4
MF140639	Norovirus/GII/Hu/NL/2014/GII.Pe__GII.4/Rotterdam/E1300287_p10_d462	NA	2014-05-01	Human	Netherlands	GII.4
MF140640	Norovirus/GII/Hu/NL/2014/GII.Pe__GII.4/Rotterdam/E7800017_p10_d508	NA	2014-06-16	Human	Netherlands	GII.4
MF140641	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E7800009_p11_d0	NA	2013-01-21	Human	Netherlands	GII.4
MF140642	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300306_p11_d83	NA	2013-04-14	Human	Netherlands	GII.4
MF140643	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300307_p11_d195	NA	2013-08-04	Human	Netherlands	GII.4
MF140644	Norovirus/GII/Hu/NL/2014/GII.P4__GII.4/Rotterdam/E7800018_p11_d413	NA	2014-03-10	Human	Netherlands	GII.4
MF140645	Norovirus/GII/Hu/NL/2013/GII.P7__GII.7/Rotterdam/E1300273_p12_d0	NA	2013-07-25	Human	Netherlands	GII.7
MF140646	Norovirus/GII/Hu/NL/2013/GII.P7__GII.7/Rotterdam/E1300274_p12_d26	NA	2013-08-20	Human	Netherlands	GII.7
MF140647	Norovirus/GII/Hu/NL/2013/GII.P7__GII.7/Rotterdam/E1300275_p12_d54	NA	2013-09-17	Human	Netherlands	GII.7
MF140648	Norovirus/GII/Hu/NL/2013/GII.P7__GII.7/Rotterdam/E1300276_p12_d76	NA	2013-10-09	Human	Netherlands	GII.7
MF140649	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E7800012_p13_d0	NA	2010-12-22	Human	Netherlands	GII.4
MG002630	Hu/GII.P16_GII.4_Sydney2012/BNE1/2017/AU	NA	2017-05-19	Human	Australia	GII.4
MG002632	Hu/GII.P4_New_Orleans2009_GII.4_Sydney2012/BNE3/2_017/AU	NA	2017-07-14	Human	Australia	GII.4
MG002633	Hu/GII.P16_GII.4_Sydney2012/BNE4/2017/AU	NA	2017-08-02	Human	Australia	GII.4
MG002634	Hu/GII.P4_New_Orleans2009_GII.4_Sydney2012/BNE5/2_017/AU	NA	2017-08-08	Human	Australia	GII.4
MF140633	Norovirus/GII/Hu/NL/2009/GII.P4__GII.4/Rotterdam/E7800007_p1_d0	NA	2009-01-07	Human	Netherlands	GII.4
MF140634	Norovirus/GII/Hu/NL/2010/GII.P4__GII.4/Rotterdam/E1300272_p1_d566	NA	2010-07-27	Human	Netherlands	GII.4
MG214988	Hu/GII.4/Jinan/JN010/2017/CHN	NA	2017-01-24	Human	China	GII.4
MF140689	Norovirus/GII/Hu/NL/2012/GII.P21__GII.3/Rotterdam/E1300327_p7_d637	NA	2012-11-20	Human	Netherlands	GII.3
MF140690	Norovirus/GII/Hu/NL/2012/GII.P4__GII.4/Rotterdam/E7800011_p8_d0	NA	2012-06-29	Human	Netherlands	GII.4
MF140691	Norovirus/GII/Hu/NL/2012/GII.P4__GII.4/Rotterdam/E1300329_p8_d173	NA	2012-12-19	Human	Netherlands	GII.4
MF140692	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300330_p8_d269	NA	2013-03-25	Human	Netherlands	GII.4
MF140693	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E7800020_p8_d340	NA	2011-08-14	Human	Netherlands	GII.4
MF140694	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300280_p9_d0	NA	2013-08-21	Human	Netherlands	GII.4
MF140695	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300281_p9_d58	NA	2013-10-18	Human	Netherlands	GII.4
MF140696	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300282_p9_d121	NA	2013-12-20	Human	Netherlands	GII.4
MF140697	Norovirus/GII/Hu/NL/2014/GII.P4__GII.4/Rotterdam/E1300283_p9_d176	NA	2014-02-13	Human	Netherlands	GII.4
MG049692	YJB1	NA	2009-02-03	Human	Taiwan	GII.4
MG049693	CYY1	NA	2009-01-12	Human	Taiwan	GI.4
MF140680	Norovirus/GII/Hu/NL/2014/GII.P7__GII.6/Rotterdam/E1300315_p5_d441	NA	2014-08-06	Human	Netherlands	GII.6
MF140681	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E1300319_p6_d0	NA	2011-11-21	Human	Netherlands	GII.4
MF140682	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E1300320_p6_d18	NA	2011-12-09	Human	Netherlands	GII.4
MF140683	Norovirus/GII/Hu/NL/2012/GII.P4__GII.4/Rotterdam/E1300321_p6_d204	NA	2012-06-12	Human	Netherlands	GII.4
MF140684	Norovirus/GII/Hu/NL/2011/GII.P21__GII.3/Rotterdam/E1300322_p7_d0	NA	2011-02-22	Human	Netherlands	GII.3
MF140685	Norovirus/GII/Hu/NL/2011/GII.P21__GII.3/Rotterdam/E1300323_p7_d287	NA	2011-12-06	Human	Netherlands	GII.3
MF140686	Norovirus/GII/Hu/NL/2012/GII.P21__GII.3/Rotterdam/E1300324_p7_d365	NA	2012-02-22	Human	Netherlands	GII.3
MF140687	Norovirus/GII/Hu/NL/2012/GII.P21__GII.3/Rotterdam/E1300325_p7_d434	NA	2012-05-01	Human	Netherlands	GII.3
MF140688	Norovirus/GII/Hu/NL/2012/GII.P21__GII.3/Rotterdam/E1300326_p7_d553	NA	2012-08-28	Human	Netherlands	GII.3
MF140668	Norovirus/GII/Hu/NL/2011/GII.P4__GII.4/Rotterdam/E7800022_p16_d451	NA	2011-09-12	Human	Netherlands	GII.4
MF140669	Norovirus/GII/Hu/NL/2012/GII.P4__GII.4/Rotterdam/E1300296_p2_d0	NA	2012-03-06	Human	Netherlands	GII.4
MF140670	Norovirus/GII/Hu/NL/2013/GII.P4__GII.4/Rotterdam/E1300297_p2_d402	NA	2013-04-12	Human	Netherlands	GII.4
MF140671	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E1300301_p3_d0	NA	2013-04-29	Human	Netherlands	GII.4
MF140672	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E1300302_p3_d72	NA	2013-07-10	Human	Netherlands	GII.4
MF140673	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E1300303_p3_d122	NA	2013-08-29	Human	Netherlands	GII.4
MF140674	Norovirus/GII/Hu/NL/2013/GII.Pe__GII.4/Rotterdam/E1300308_p4_d0	NA	2013-04-12	Human	Netherlands	GII.4
MF140675	Norovirus/GII/Hu/NL/2014/GII.Pe__GII.4/Rotterdam/E1300309_p4_d355	NA	2014-04-02	Human	Netherlands	GII.4
MF140676	Norovirus/GII/Hu/NL/2013/GII.P7__GII.6/Rotterdam/E1300311_p5_d0	NA	2013-05-22	Human	Netherlands	GII.6
MF140677	Norovirus/GII/Hu/NL/2013/GII.P7__GII.6/Rotterdam/E1300312_p5_d204	NA	2013-12-12	Human	Netherlands	GII.6
MF140678	Norovirus/GII/Hu/NL/2014/GII.P7__GII.6/Rotterdam/E1300313_p5_d308	NA	2014-03-26	Human	Netherlands	GII.6
MF140679	Norovirus/GII/Hu/NL/2014/GII.P7__GII.6/Rotterdam/E1300314_p5_d328	NA	2014-04-15	Human	Netherlands	GII.6
LC209439	Hu/GII/JP/2014/GII.Pe_GII.2/Saitama_127	NA	2014-XX-XX	Human	Japan	GII.2
LC209440	Hu/GII/JP/2015/GII.P2_GII.2/Saitama_169	NA	2015-XX-XX	Human	Japan	GII.2
LC209441	Hu/GII/JP/2014/GII.P16_GII.2/Saitama_126	NA	2014-XX-XX	Human	Japan	GII.2
LC209442	Hu/GII/JP/2013/GII.P16_GII.2/Saitama_125	NA	2013-XX-XX	Human	Japan	GII.2
LC209443	Hu/GII/JP/2013/GII.P16_GII.2/Saitama_124	NA	2013-XX-XX	Human	Japan	GII.2
LC209444	Hu/GII/JP/2013/GII.P16_GII.2/Saitama_123	NA	2013-XX-XX	Human	Japan	GII.2
LC209445	Hu/GII/JP/2012/GII.P16_GII.2/Saitama_122	NA	2012-XX-XX	Human	Japan	GII.2
LC209446	Hu/GII/JP/2012/GII.P16_GII.2/Saitama_121	NA	2012-XX-XX	Human	Japan	GII.2
LC209447	Hu/GII/JP/2011/GII.P16_GII.2/Saitama_51	NA	2011-XX-XX	Human	Japan	GII.2
LC209448	Hu/GII/JP/2011/GII.P16_GII.2/Osaka_9	NA	2011-XX-XX	Human	Japan	GII.2
LC209449	Hu/GII/JP/2011/GII.P16_GII.2/Osaka_26	NA	2011-XX-XX	Human	Japan	GII.2
LC209450	Hu/GII/JP/2014/GII.P16_GII.2/Osaka_225	NA	2014-XX-XX	Human	Japan	GII.2
LC209451	Hu/GII/JP/2011/GII.P16_GII.2/Osaka_18	NA	2011-XX-XX	Human	Japan	GII.2
LC209452	Hu/GII/JP/2011/GII.P16_GII.2/Osaka_038	NA	2011-XX-XX	Human	Japan	GII.2
LC209453	Hu/GII/JP/2011/GII.P16_GII.2/Osaka_023	NA	2011-XX-XX	Human	Japan	GII.2
LC209454	Hu/GII/JP/2010/GII.P16_GII.2/Osaka_019	NA	2010-XX-XX	Human	Japan	GII.2
LC209455	Hu/GII/JP/2013/GII.P16_GII.2/Miyagi_8	NA	2013-XX-XX	Human	Japan	GII.2
LC209456	Hu/GII/JP/2013/GII.P16_GII.2/Miyagi_7	NA	2013-XX-XX	Human	Japan	GII.2
LC209457	Hu/GII/JP/2015/GII.P2_GII.2/Miyagi_63	NA	2015-XX-XX	Human	Japan	GII.2
LC209458	Hu/GII/JP/2014/GII.P16_GII.2/Kanagawa_52	NA	2014-XX-XX	Human	Japan	GII.2
LC209459	Hu/GII/JP/2010/GII.P16_GII.2/Kanagawa_51	NA	2010-XX-XX	Human	Japan	GII.2
LC209460	Hu/GII/JP/2010/GII.P16_GII.2/Kanagawa_50	NA	2010-XX-XX	Human	Japan	GII.2
LC209461	Hu/GII/JP/2009/GII.P16_GII.2/Kanagawa_49	NA	2009-XX-XX	Human	Japan	GII.2
LC209462	Hu/GII/JP/2006/GII.P2_GII.2/Hokkaido_14	NA	2006-XX-XX	Human	Japan	GII.2
LC209463	Hu/GII/JP/2008/GII.P2_GII.2/Hokkaido_15	NA	2008-XX-XX	Human	Japan	GII.2
LC209464	Hu/GII/JP/2004/GII.P2_GII.2/Hokkaido_13	NA	2004-XX-XX	Human	Japan	GII.2
LC209465	Hu/GII/JP/2010/GII.P2_GII.2/Hokkaido_16	NA	2010-XX-XX	Human	Japan	GII.2
LC209466	Hu/GII/JP/2012/GII.P16_GII.2/Hokkaido_18	NA	2012-XX-XX	Human	Japan	GII.2
LC209467	Hu/GII/JP/2011/GII.P16_GII.2/Hokkaido_17	NA	2011-XX-XX	Human	Japan	GII.2
LC209468	Hu/GII/JP/2011/GII.P16_GII.2/Yamaguchi_4	NA	2011-XX-XX	Human	Japan	GII.2
LC209469	Hu/GII/JP/2014/GII.P2_GII.2/Yamaguchi_014	NA	2014-XX-XX	Human	Japan	GII.2
LC209470	Hu/GII/JP/2014/GII.P16_GII.2/Hiroshima_30	NA	2014-XX-XX	Human	Japan	GII.2
LC209471	Hu/GII/JP/2011/GII.P16_GII.2/Hiroshima_26	NA	2011-XX-XX	Human	Japan	GII.2
LC209472	Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima_18	NA	2010-XX-XX	Human	Japan	GII.2
LC209473	Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima_19	NA	2010-XX-XX	Human	Japan	GII.2
LC209474	Hu/GII/JP/2010/GII.P2_GII.2/Hiroshima_17	NA	2010-XX-XX	Human	Japan	GII.2
LC209475	Hu/GII/JP/2013/GII.P16_GII.2/Ehime_9	NA	2013-XX-XX	Human	Japan	GII.2
LC209476	Hu/GII/JP/2013/GII.P16_GII.2/Ehime_8	NA	2013-XX-XX	Human	Japan	GII.2
LC209477	Hu/GII/JP/2013/GII.P16_GII.2/Ehime_6	NA	2013-XX-XX	Human	Japan	GII.2
LC209478	Hu/GII/JP/2012/GII.P16_GII.2/Ehime_46	NA	2012-XX-XX	Human	Japan	GII.2
LC209479	Hu/GII/JP/2011/GII.P16_GII.2/Ehime_45	NA	2011-XX-XX	Human	Japan	GII.2
LC209480	Hu/GII/JP/2010/GII.P16_GII.2/Ehime_44	NA	2010-XX-XX	Human	Japan	GII.2
LC209481	Hu/GII/JP/2010/GII.P16_GII.2/Ehime_43	NA	2010-XX-XX	Human	Japan	GII.2
LC209431	Hu/GII/JP/2013/GII.P16_GII.2/Tochigi_46	NA	2013-XX-XX	Human	Japan	GII.2
LC209432	Hu/GII/JP/2012/GII.P16_GII.2/Tochigi_30	NA	2012-XX-XX	Human	Japan	GII.2
LC209433	Hu/GII/JP/2012/GII.P16_GII.2/Tochigi_26	NA	2012-XX-XX	Human	Japan	GII.2
LC209434	Hu/GII/JP/2014/GII.P16_GII.2/Tochigi_17	NA	2014-XX-XX	Human	Japan	GII.2
LC209435	Hu/GII/JP/2004/GII.P12_GII.2/Tochigi_92	NA	2004-XX-XX	Human	Japan	GII.2
LC209436	Hu/GII/JP/2004/GII.P2_GII.2/Tochigi_85	NA	2004-XX-XX	Human	Japan	GII.2
LC209437	Hu/GII/JP/2004/GII.P2_GII.2/Tochigi_87	NA	2004-XX-XX	Human	Japan	GII.2
LC209438	Hu/GII/JP/2004/GII.P2_GII.2/Tochigi_86	NA	2004-XX-XX	Human	Japan	GII.2
MG495082	Hu/BD/2012/GII.P22_GII.22/Dhaka1940	NA	2012-10-31	Human	Bangladesh	GII.22
MG495083	Hu/BD/2012/GII.P22_GII.25/Dhaka1928	NA	2012-04-03	Human	Bangladesh	GII.25 (GII.22)
MG495084	Hu/US/2013/GII.P24_GII.24/EdenPrairie5457	NA	2013-11-12	Human	USA	GII.24
MG495085	Hu/US/2013/GII.P24_GII.24/EdenPrairie5458	NA	2013-11-08	Human	USA	GII.24
MG551869	Hu/GT/2012/GII.P23_GII.23/Guatemala_City3872	NA	2012-07-18	Human	Guatemala	GII.23
LC228948	Hu/GII/JP/2014/GII.P16_GII.2/Osaka246	NA	2014-XX-XX	Human	Japan	GII.2
LC145786	Hu/GII.2/Akita8_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145787	Hu/GII.2/Miyagi1_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145788	Hu/GII.2/Niigata5_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145789	Hu/GII.2/Fukui1_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145790	Hu/GII.2/Fukui2_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145791	Hu/GII.2/Saitama4_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145792	Hu/GII.2/Saitama5_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145794	Hu/GII.2/Hiroshimacity2_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145795	Hu/GII.2/Hiroshimacity1_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145796	Hu/GII.2/Ehime1_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145797	Hu/GII.2/Ehime2_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
LC145798	Hu/GII.2/Aomori7_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145799	Hu/GII.2/Akita7_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145800	Hu/GII.2/Akita8_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145801	Hu/GII.2/Miyagi2_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145802	Hu/GII.2/Osaka4_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145803	Hu/GII.2/Osaka5_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145804	Hu/GII.2/Hiroshima6_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145805	Hu/GII.2/Hiroshimacity5_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145806	Hu/GII.2/Hiroshimacity6_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145807	Hu/GII.2/Ehime4_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145808	Hu/GII.2/Ehime5_2014_JP	NA	2014-XX-XX	Human	Japan	GII.2
LC145793	Hu/GII.2/Osakacity5_2012_JP	NA	2012-XX-XX	Human	Japan	GII.2
MG572182	SDJN170450	NA	2017-03-08	Human	China	GII.1
KU306738	Hu/NI/2005/GII.PNA3_GII.NA3/Leon4509	NA	NA	Human	Nicaragua	GII.26
KY225989	Hu/PE/2013/GII.P24_GII.24/Loreto1972	NA	2013-04-23	Human	Peru	GII.24
MG495077	Hu/PE/2012/GII.PNA1_GII.NA1/Loreto0959	NA	2012-11-05	Human	Peru	GII.27
